Age;Title;Country;Ordered Quantity; Ordered Value ; Returned Value ; Average Order Quantitiy ; Average Order Value ;
;Misses;Germany;221;12657.50;6167.94;2.76;158.22;
;Misses;Germany;22;13435.57;911.51;2.56;156.23;
;Misses;Germany;22;9934.74;4522.13;3.67;162.86;
;Misses;Germany;219;1928.16;1633.53;2.86;183.63;
51;Mister;Germany;218;25519.30;1866.70;4.19;49.76;
;Misses;Germany;218;17723.46;9636.42;1.95;158.25;
;Misses;Germany;218;1793.85;6346.86;3.11;154.20;
;Misses;Germany;217;17553.45;9929.89;2.39;186.74;
;Misses;Germany;217;13992.79;6562.13;2.26;145.76;
;Misses;Germany;217;1892.46;5843.32;2.28;169.88;
;Misses;Germany;217;13237.70;555.30;2.87;127.29;
;Misses;Germany;216;15593.45;621.28;2.54;183.45;
;Misses;Germany;216;1448.67;69.45;2.57;167.25;
;Misses;Germany;215;1332.36;5823.41;2.26;14.21;
;Misses;Germany;215;15184.17;8629.64;2.15;151.84;
34;Misses;Austria;215;14392.91;5616.33;2.42;161.72;
;Misses;Germany;215;14223.46;6113.11;2.19;145.14;
;Misses;Germany;215;1422.89;5648.42;2.15;142.29;
;Misses;Germany;215;13383.69;616.84;2.47;153.84;
;Misses;Germany;214;15545.93;7392.49;2.68;194.32;
38;Misses;Germany;214;11745.80;7763.99;2.25;123.64;
;Misses;Germany;214;13765.54;516.22;1.88;12.75;
;Misses;Germany;214;11576.19;5753.55;2.23;12.59;
;Misses;Germany;214;1328.12;5343.20;2.32;142.23;
;Misses;Germany;214;13121.93;8569.16;2.89;177.32;
;Misses;Germany;214;1231.98;5237.50;2.33;133.72;
;Misses;Germany;214;1518.23;5736.75;2.14;151.82;
38;Misses;Austria;213;142.89;671.32;2.92;142.55;
;Misses;Germany;213;14538.29;633.17;2.35;159.76;
;Misses;Germany;213;1487.58;6748.49;2.24;156.53;
24;Misses;;213;1165.45;3986.65;1.65;89.96;
;Misses;Austria;213;15753.35;548.10;2.29;15.32;
;Misses;Germany;213;13216.73;7265.23;3.18;197.26;
;Misses;Germany;212;1484.74;8437.63;2.62;182.77;
;Misses;Germany;212;12163.42;6992.44;3.26;187.13;
;Misses;Germany;212;151.52;6538.30;2.38;144.25;
;Misses;Germany;212;1922.18;441.72;2.47;127.29;
36;Misses;;211;15356.79;8169.32;2.34;17.63;
;Misses;Germany;211;15277.10;5997.56;1.97;142.78;
;Misses;Germany;211;14532.34;8323.48;2.18;149.82;
;Misses;Germany;211;15221.94;634.76;2.89;28.52;
25;Misses;;211;1337.95;4826.65;1.53;96.43;
41;Misses;Austria;211;8735.95;5521.75;3.77;156.00;
;Misses;Germany;211;15221.77;9478.47;3.15;227.20;
31;Misses;;211;16914.20;9548.96;2.65;28.82;
;Misses;Germany;211;1268.19;6673.27;2.81;168.19;
;Misses;Germany;21;11528.39;344.96;2.19;12.87;
37;Misses;Austria;21;1881.58;4581.79;2.76;143.18;
4;Misses;;29;13391.77;3649.66;1.73;11.68;
59;Misses;Germany;29;11155.84;8484.32;3.12;166.56;
46;Misses;Austria;29;14981.55;755.30;2.65;189.64;
;Misses;Germany;29;143.62;845.32;2.96;137.56;
44;Misses;Germany;28;12593.47;6759.13;4.73;286.22;
31;Misses;Austria;28;12384.34;6385.76;2.63;156.76;
;Misses;Germany;28;1447.72;5421.35;2.42;163.35;
;Misses;Germany;28;16721.70;767.67;2.36;19.19;
;Misses;Germany;28;1589.00;5657.27;2.11;152.41;
;Misses;Germany;28;14895.18;8646.85;2.48;177.32;
;Misses;Germany;28;9913.41;5297.37;2.60;123.92;
;Misses;Germany;28;13181.86;8959.11;2.60;164.77;
;Misses;Germany;28;13929.23;757.94;2.42;161.97;
59;Misses;Germany;27;24111.91;9954.70;8.28;964.48;
;Misses;Germany;27;12221.60;5539.20;2.52;149.44;
;Misses;Germany;27;12799.16;6346.12;2.69;166.22;
;Misses;Germany;27;15625.56;6531.74;2.29;153.19;
;Misses;Germany;27;1113.63;4647.89;2.56;137.42;
61;Misses;Austria;27;9438.59;194.34;5.59;255.97;
;Misses;Germany;27;1473.38;7424.73;2.13;151.58;
;Misses;Germany;27;11154.90;4864.86;3.18;171.61;
;Misses;Germany;26;14142.63;766.20;2.29;157.14;
39;Misses;;26;11149.13;3384.15;1.78;96.11;
;Misses;Germany;26;9764.11;2859.19;2.82;133.75;
54;Misses;Austria;26;995.54;3332.59;3.61;159.58;
;Misses;Germany;26;1797.32;5323.57;2.31;121.32;
43;Misses;;25;18263.35;1657.41;2.23;198.51;
;Misses;Germany;25;11176.74;5451.72;2.56;139.79;
;Misses;Germany;25;1278.78;7428.75;2.97;184.19;
35;Misses;Austria;25;971.30;4486.51;3.17;147.12;
;Misses;Germany;25;11713.23;68.53;2.50;117.13;
;Misses;Germany;24;1189.45;4222.98;2.14;122.58;
;Misses;Germany;24;14171.82;7785.17;2.27;157.46;
;Misses;Germany;23;11561.68;3714.00;2.42;137.64;
;Misses;Germany;23;12283.73;5172.44;2.64;159.53;
;Misses;Germany;23;1339.23;6855.61;2.24;147.15;
;Misses;Germany;23;1923.65;374.15;2.24;12.42;
;Misses;Germany;22;1439.74;7893.19;2.22;154.28;
26;Misses;Austria;22;11278.41;635.40;2.59;144.60;
28;Misses;;22;12924.78;425.65;1.64;15.79;
;Misses;Germany;22;1257.21;7614.10;2.43;151.45;
;Misses;Germany;22;11587.15;5322.19;1.96;112.50;
27;Misses;;22;11394.00;4268.77;1.74;98.22;
;Misses;Germany;22;14151.69;6969.90;2.38;166.49;
44;Misses;Germany;22;6486.63;41.76;2.69;86.49;
;Misses;Germany;22;9769.76;473.81;3.97;191.56;
;Misses;Germany;22;12554.98;6429.30;2.62;163.52;
;Misses;Germany;22;12584.39;5936.72;2.45;149.81;
;Misses;Germany;22;12778.20;618.31;2.59;163.83;
;Misses;Germany;21;14193.88;6543.40;2.33;143.37;
;Misses;Germany;21;1265.97;5595.72;2.28;143.76;
;Misses;Germany;21;15581.27;7624.98;1.98;152.76;
;Misses;Germany;21;1339.23;7385.52;2.28;151.24;
31;Misses;Austria;21;111.46;4436.57;4.79;262.15;
45;Misses;Germany;21;14847.30;9491.47;2.28;168.72;
;Misses;Germany;2;1398.21;7565.85;2.17;151.96;
;Misses;Germany;2;1335.64;8865.60;2.27;151.71;
;Misses;Germany;2;11278.15;4475.40;2.47;139.24;
49;Misses;Austria;2;13242.21;5864.88;2.53;167.62;
;Misses;Austria;199;14162.50;4255.20;1.83;129.93;
;Misses;Germany;199;13675.38;637.91;2.84;195.36;
;Misses;Germany;199;1761.80;5619.12;2.58;139.76;
;Misses;Germany;199;9528.15;2381.56;2.73;13.52;
35;Misses;;199;11191.47;6889.71;2.76;155.44;
;Misses;Germany;199;12686.64;697.50;2.83;178.69;
;Misses;Germany;199;14227.20;7936.50;2.55;182.40;
;Misses;Germany;199;866.11;3653.31;2.76;119.53;
;Misses;Germany;198;11539.34;7438.67;3.46;177.53;
;Misses;Germany;198;15416.22;9788.67;3.94;24.88;
;Misses;Germany;198;12317.99;634.19;2.16;131.42;
32;Misses;Austria;198;9939.13;583.83;2.75;138.43;
;Misses;Germany;198;166.70;563.46;2.87;154.53;
;Misses;Germany;198;15317.29;8958.15;2.56;193.89;
;Misses;Germany;197;1238.48;6945.69;2.66;162.68;
33;Misses;;197;12414.83;4614.49;1.61;11.77;
66;Misses;Germany;197;11368.40;7443.70;5.32;37.24;
29;Misses;Austria;196;1768.29;497.20;2.68;147.52;
;Misses;Germany;196;14127.11;8376.86;2.39;172.28;
35;Misses;Austria;196;1162.25;5463.35;3.63;181.29;
;Misses;Germany;196;14344.92;6758.65;2.39;174.94;
;Misses;Germany;196;12714.39;8811.80;2.85;184.27;
36;Misses;;195;9483.98;383.67;1.70;82.47;
;Misses;Germany;194;12642.61;5744.55;2.26;147.79;
;Misses;Germany;194;148.50;678.97;2.00;152.58;
;Misses;Austria;194;1389.57;4743.21;2.13;152.64;
;Misses;Austria;194;1121.77;1872.11;2.19;11.19;
;Misses;Germany;194;13225.25;7544.92;2.19;143.75;
;Misses;Germany;194;9889.52;4973.96;1.93;97.92;
;Mister;Germany;194;1555.70;5949.63;4.13;224.58;
;Misses;Germany;194;9529.75;4741.87;2.34;114.82;
;Misses;Germany;194;1926.60;432.20;2.66;149.68;
;Misses;Germany;194;12584.80;6517.42;2.16;139.82;
;Misses;Germany;194;12799.26;7386.25;2.55;168.41;
;Misses;Germany;194;18446.29;1842.97;1.93;182.64;
;Misses;Germany;193;9173.38;5326.50;3.16;143.33;
;Misses;Germany;193;1848.68;4912.50;2.56;14.89;
5;Misses;Austria;193;11171.45;653.82;3.22;186.20;
;Misses;Germany;193;1236.81;5238.23;2.33;148.93;
31;Misses;Poland;193;4923.35;;7.15;1515.68;
;Misses;Germany;193;12154.92;681.12;3.86;243.98;
;Misses;Germany;193;11278.80;5764.12;1.97;115.82;
55;Misses;Germany;193;1357.40;7336.31;6.31;48.33;
39;Misses;;193;16997.40;9953.87;2.41;212.47;
38;Mister;Germany;192;1572.99;5115.97;2.43;167.54;
;Misses;Germany;192;12758.62;487.92;2.29;151.89;
;Misses;Germany;191;13523.54;8486.90;2.58;182.76;
;Misses;Germany;191;1238.34;6312.68;2.55;164.11;
41;Misses;;191;12733.33;7366.73;1.93;128.62;
;Misses;Germany;191;11266.33;486.00;2.36;139.95;
48;Misses;Austria;19;1192.20;4611.86;2.79;149.88;
;Misses;Germany;19;18837.63;12578.80;2.18;216.52;
;Misses;Germany;19;12353.30;6853.55;2.38;154.42;
;Misses;Germany;189;11935.51;7495.83;2.49;157.46;
;Misses;Germany;189;1149.41;4354.72;2.78;168.98;
;Misses;Germany;189;12456.80;636.55;2.39;157.68;
64;Misses;Poland;189;23486.55;12799.00;12.60;1565.77;
;Misses;Germany;189;14989.50;788.66;2.45;194.67;
;Misses;Germany;189;12853.28;5419.60;1.97;133.89;
;Misses;Germany;189;11476.10;6229.82;2.98;176.55;
34;Misses;Austria;189;9763.70;3951.55;3.00;154.98;
29;Misses;;188;13986.69;8525.58;2.41;179.32;
;Misses;Germany;188;11559.48;5194.41;2.47;152.98;
;Misses;Germany;188;1483.31;5662.80;2.27;178.35;
;Misses;Germany;187;14771.50;8847.41;2.78;164.12;
33;Misses;Austria;187;12774.48;7138.28;2.63;179.92;
;Misses;Germany;187;14663.96;8172.60;2.60;23.67;
;Misses;Germany;187;12856.88;6369.80;1.76;121.29;
;Misses;Germany;187;1227.90;5832.22;2.13;136.69;
;Misses;Germany;187;11874.90;58.31;2.79;177.24;
;Misses;Germany;187;1252.99;6341.70;2.11;14.48;
;Misses;Germany;187;11767.46;5479.31;2.33;127.97;
32;Misses;;186;11927.69;4182.27;1.46;93.92;
;Misses;Germany;186;148.10;678.54;2.82;158.79;
;Misses;Germany;186;11622.11;5585.27;2.96;181.60;
;Misses;Germany;186;1881.77;4497.58;2.11;123.66;
;Misses;Germany;186;1193.19;6137.73;2.90;133.74;
47;Misses;Germany;186;12246.78;931.92;4.43;291.59;
;Misses;Germany;186;13454.60;6656.30;2.11;152.89;
;Misses;Germany;185;111.93;537.33;2.43;144.76;
47;Misses;Austria;185;1288.49;4759.61;3.19;177.39;
;Misses;Germany;185;11594.58;353.88;2.13;133.27;
;Misses;Germany;185;12123.67;679.12;2.37;155.43;
;Misses;Germany;185;11266.12;675.14;2.76;168.15;
;Misses;Germany;185;15972.26;726.26;2.18;187.99;
;Misses;Austria;185;11554.26;519.35;1.97;122.92;
28;Misses;Austria;185;11177.93;521.93;2.64;159.68;
;Misses;Germany;185;158.70;4611.76;2.23;127.48;
;Misses;Germany;184;11967.94;5113.85;2.67;134.47;
;Misses;Germany;184;1418.40;4373.92;2.84;16.28;
61;Misses;Germany;184;1944.82;5633.42;1.82;643.81;
;Misses;Germany;184;1134.97;3318.81;2.27;125.12;
33;Misses;Germany;184;13268.10;5422.46;2.79;21.32;
;Misses;Germany;184;15542.68;7377.40;2.84;239.12;
;Misses;Germany;184;1128.50;4534.67;2.16;129.74;
;Misses;Germany;184;15223.31;8559.42;1.88;155.34;
;Misses;Germany;184;1111.54;5279.94;2.76;148.70;
;Misses;Germany;184;12497.14;5942.26;2.76;183.78;
35;Misses;Germany;184;7434.16;6442.40;4.84;195.64;
;Misses;Germany;183;14514.55;8556.60;2.57;198.83;
46;Misses;Austria;183;1275.59;631.80;2.25;153.79;
;Misses;Germany;183;12838.70;456.55;2.65;186.59;
;Misses;Germany;182;1449.80;7635.90;1.82;144.98;
24;Misses;;182;19391.33;131.32;2.45;217.88;
;Misses;Germany;182;11825.57;5159.90;2.14;139.12;
31;Misses;Poland;182;34865.34;575.75;3.87;741.82;
;Misses;Germany;182;129.96;6399.39;2.80;186.15;
33;Misses;Austria;181;1158.77;5124.80;2.45;149.44;
;Misses;Germany;181;1646.77;7728.99;2.19;197.67;
;Misses;Germany;181;9789.66;3561.10;2.15;116.54;
;Misses;Germany;181;1128.44;3953.52;2.51;156.67;
;Misses;Germany;181;9171.70;421.93;3.69;187.16;
29;Misses;;181;1764.46;3694.86;1.41;84.97;
;Misses;Germany;181;13443.60;6676.60;2.48;184.16;
;Misses;Germany;181;1438.17;782.36;2.27;171.20;
;Misses;Germany;18;9933.49;5228.84;2.69;148.26;
54;Misses;Austria;18;9312.65;5298.00;2.54;131.16;
45;Misses;Germany;18;915.96;654.32;3.13;157.78;
;Misses;Germany;18;1194.13;4497.38;2.20;135.29;
;Misses;Germany;179;1674.92;5576.16;2.24;133.44;
43;Misses;Austria;179;7771.77;3682.31;2.98;129.53;
;Misses;Germany;179;1515.35;9647.13;2.16;18.98;
;Misses;Germany;178;11793.61;5478.52;3.30;218.42;
64;Misses;;178;1576.49;493.75;2.14;127.43;
;Misses;Austria;178;1411.75;262.56;1.66;97.37;
4;Misses;;178;1428.93;9574.75;2.12;169.15;
;Misses;Germany;178;14262.39;9749.22;2.74;219.42;
;Misses;Germany;178;13312.39;5784.39;2.44;182.36;
;Misses;Germany;178;947.60;4742.15;3.24;172.19;
;Misses;Germany;178;9519.91;4818.00;2.62;140.00;
;Misses;Germany;178;1365.75;7693.36;2.66;23.79;
;Misses;Germany;178;12666.52;7775.57;2.23;158.33;
46;Misses;Germany;178;5815.95;411.67;3.24;15.74;
;Misses;Germany;178;11456.23;5985.78;2.70;173.58;
;Misses;Germany;177;1145.95;5147.28;2.63;167.73;
;Misses;Germany;177;11264.70;2783.99;2.42;154.32;
47;Misses;Poland;177;493.87;351.33;9.32;258.98;
;Misses;Germany;177;12821.96;41.88;2.34;147.38;
;Misses;Germany;177;1488.51;748.59;2.53;21.26;
;Misses;Germany;177;11283.62;643.50;2.90;179.16;
39;Misses;Austria;177;11515.39;751.32;3.22;29.38;
;Misses;Germany;177;11263.88;578.30;2.53;16.91;
46;Mister;Germany;177;553.12;3586.50;17.00;5.28;
;Misses;Germany;177;9682.83;496.87;2.49;136.38;
;Misses;Germany;177;9566.46;4187.99;2.68;144.95;
33;Mister;;176;15172.27;8266.75;2.78;233.42;
;Misses;Germany;176;14235.93;7133.67;2.15;173.69;
;Misses;Germany;176;1223.97;449.40;2.26;154.15;
;Misses;Germany;176;11416.93;6239.90;2.42;156.40;
;Misses;Germany;176;14615.74;7637.32;1.74;144.71;
;Misses;Germany;176;134.39;665.58;2.00;147.78;
;Misses;Germany;176;11616.77;6668.29;1.96;129.75;
53;Misses;Germany;176;182.45;4747.93;6.77;693.94;
;Misses;Germany;176;142.41;4588.80;2.84;161.97;
5;Misses;Austria;176;142.37;553.29;3.38;2.39;
;Misses;Germany;176;14219.70;63.83;2.23;179.99;
27;Misses;Germany;175;824.65;1466.60;58.33;2746.88;
37;Misses;Austria;175;974.27;352.97;3.72;159.20;
;Misses;Germany;175;1198.82;4519.37;2.33;146.37;
;Misses;Germany;175;1387.10;572.13;1.94;154.11;
;Misses;Germany;175;1113.25;6897.18;2.87;182.25;
35;Misses;Germany;175;5383.75;3495.15;43.75;1345.94;
;Misses;Germany;175;1368.62;4263.52;2.19;129.68;
39;Misses;Germany;175;5896.55;3269.30;2.97;99.94;
;Misses;Germany;175;11556.90;5157.76;2.57;169.94;
;Misses;Germany;175;12149.49;6954.77;3.17;29.47;
;Misses;Germany;175;11476.12;5139.76;2.13;139.95;
;Misses;Germany;175;11126.43;6454.45;2.50;158.95;
;Misses;Germany;174;12281.56;594.40;2.23;142.89;
;Misses;Germany;174;1246.93;5379.37;2.24;154.45;
;Misses;Germany;174;1218.38;3964.76;3.35;196.57;
32;Misses;Austria;174;7426.21;2812.75;2.86;119.78;
;Misses;Germany;174;1793.52;557.20;2.46;152.21;
3;Misses;Austria;173;899.23;439.18;3.15;161.99;
;Misses;Germany;173;14513.72;7142.30;2.28;19.97;
;Misses;Germany;173;1741.53;5661.50;3.89;191.81;
35;Misses;Austria;173;136.24;5191.40;2.58;149.79;
;Misses;Germany;173;1253.40;67.42;2.58;186.61;
;Misses;Germany;173;1276.86;5553.76;2.16;15.97;
;Misses;Germany;173;1192.23;6213.61;2.43;141.56;
;Misses;Germany;173;12574.30;7757.70;2.98;216.80;
;Misses;Germany;173;18232.73;9285.24;5.77;67.76;
3;Misses;Austria;173;985.90;5464.81;3.26;185.87;
;Misses;Germany;173;12331.24;6532.69;2.20;15.39;
6;Misses;;173;9963.66;3795.92;1.92;11.77;
;Misses;Germany;173;156.74;4419.13;2.44;148.74;
;Misses;Germany;172;9441.97;5698.97;2.87;157.37;
;Misses;Germany;172;13899.39;97.39;3.13;252.72;
56;Misses;Germany;172;591.52;392.57;4.00;137.45;
;Misses;Germany;172;1486.91;737.00;2.53;217.75;
;Misses;Germany;172;13854.80;9456.92;2.82;227.13;
31;Misses;Austria;172;9647.48;5782.70;2.69;15.74;
57;Mister;Germany;172;7259.36;5519.70;4.30;181.48;
;Misses;Germany;172;159.47;639.32;2.53;154.55;
3;Misses;Austria;172;12533.33;482.93;2.18;158.65;
;Misses;Germany;172;843.59;3964.74;3.71;15.64;
;Misses;Germany;172;13755.50;7315.88;2.39;191.49;
;Misses;Germany;171;1427.40;586.26;2.38;144.83;
;Misses;Germany;171;11872.54;4863.10;2.83;194.63;
;Misses;Germany;171;12666.17;5573.34;1.99;147.28;
;Misses;Germany;171;1971.60;5712.51;2.28;146.29;
;Misses;Germany;171;126.69;5273.12;2.48;144.52;
;Misses;Germany;171;9992.15;4311.52;2.48;144.81;
;Misses;Germany;171;128.79;5441.18;3.23;192.62;
;Misses;Germany;171;981.60;356.86;2.25;128.97;
;Misses;Germany;171;12539.67;6279.46;1.94;142.50;
43;Misses;Austria;171;1981.84;6732.20;2.28;146.42;
;Misses;Germany;171;11468.16;5256.26;2.25;15.90;
;Misses;Germany;171;1576.78;4359.83;3.20;192.36;
;Mister;;171;15768.16;5744.32;1.64;151.62;
33;Mister;Germany;17;1399.36;2195.31;1.56;86.90;
;Misses;Germany;17;15826.55;8868.20;2.54;236.22;
;Misses;Germany;17;9222.19;3699.89;2.39;129.89;
;Misses;Germany;17;9292.90;4775.72;2.88;157.57;
;Misses;Germany;17;14875.65;84.36;2.43;212.59;
;Misses;Germany;17;11243.58;6835.59;2.66;175.69;
;Misses;Germany;17;9941.15;4476.18;2.30;134.34;
55;Mister;Germany;17;1666.66;617.13;5.86;367.82;
;Misses;Germany;17;1241.84;8126.55;2.70;197.00;
;Misses;Germany;17;11186.21;5547.60;2.33;153.24;
27;Misses;;169;1857.38;6477.50;2.57;164.56;
;Misses;Germany;169;1487.55;437.26;2.45;151.99;
;Misses;Germany;169;1465.50;3299.92;2.14;132.47;
42;Misses;Austria;169;1265.66;494.17;2.52;153.22;
;Misses;Germany;169;9772.20;394.15;2.60;15.34;
52;Mister;Poland;169;4911.37;2711.40;4.33;125.93;
;Misses;Germany;169;12261.74;7262.37;2.60;188.64;
;Misses;Germany;169;9749.94;3747.21;2.41;139.28;
;Misses;Germany;169;156.43;6137.30;3.31;197.18;
36;Misses;Austria;168;9798.91;453.69;2.80;158.47;
;Misses;Germany;168;832.90;2381.83;2.22;19.24;
;Misses;Germany;168;1324.11;7688.18;1.98;155.34;
;Misses;Germany;168;1171.72;588.71;2.27;158.25;
42;Misses;Germany;168;4458.78;312.90;4.20;111.47;
;Misses;Germany;168;8869.39;373.62;3.00;158.38;
;Misses;Germany;168;1116.72;7779.70;3.00;199.30;
;Misses;Germany;168;9236.82;3981.29;2.48;135.84;
;Misses;Germany;168;1619.23;5157.89;2.22;139.73;
;Misses;Germany;168;1817.37;5348.93;2.15;138.68;
;Misses;Germany;168;133.80;469.48;2.43;145.42;
52;Misses;Austria;168;125.29;4744.59;2.48;177.21;
;Misses;Germany;168;1411.45;6767.82;2.48;27.57;
;Misses;Germany;168;11794.29;4122.12;1.98;138.76;
;Misses;Germany;168;1343.65;5389.90;2.80;166.83;
;Misses;Germany;168;1832.85;6552.51;2.80;18.55;
;Misses;Germany;168;1152.92;4553.18;2.40;145.42;
3;Misses;Germany;167;9471.14;299.84;4.73;231.34;
38;Misses;Austria;167;915.96;4588.53;2.69;142.98;
;Misses;Germany;167;9766.81;4296.90;2.53;147.98;
;Misses;Germany;167;13931.29;733.43;2.35;196.22;
;Misses;Germany;167;8776.46;335.61;2.42;127.20;
;Misses;Germany;167;14684.69;632.23;2.35;26.83;
;Misses;Germany;167;9617.13;5667.44;2.69;15.27;
;Misses;Germany;167;12925.12;6888.90;2.11;163.69;
;Misses;Germany;167;5878.45;335.20;3.71;13.63;
;Misses;Germany;167;1615.95;562.81;2.66;168.57;
;Misses;Germany;167;9989.80;5758.99;2.17;129.74;
;Misses;Germany;167;12252.19;625.10;2.11;155.91;
46;Misses;Germany;166;6693.30;482.92;6.64;267.72;
;Misses;Germany;166;1243.93;5895.82;2.18;158.47;
;Misses;Germany;166;1471.99;4453.53;2.52;158.67;
;Misses;Germany;166;15.43;5571.33;2.72;172.14;
;Misses;Germany;166;9769.70;5646.22;4.49;264.29;
;Misses;Germany;166;11254.60;414.10;2.34;158.58;
4;Misses;Germany;166;549.10;1677.00;12.77;416.85;
;Misses;Germany;166;1714.54;5157.98;2.59;167.41;
;Misses;Germany;166;1383.15;634.38;1.84;153.67;
33;Misses;Germany;165;14526.13;7365.74;3.84;337.82;
;Misses;Germany;165;1148.42;4182.97;3.17;22.78;
;Misses;Germany;165;13551.57;6696.67;2.95;241.99;
33;Misses;Austria;165;8788.25;3642.38;3.11;165.82;
;Misses;Germany;165;8437.82;3694.91;3.00;153.41;
51;Misses;Germany;165;428.32;256.85;15.00;389.12;
;Misses;Germany;165;117.52;5547.15;2.39;159.53;
;Misses;Germany;165;145.35;7679.31;2.20;186.74;
;Misses;Germany;165;823.43;38.69;4.34;211.14;
36;Mister;Germany;165;17461.36;7142.96;1.26;133.29;
41;Misses;Germany;165;11367.50;8287.48;1.40;9.22;
;Misses;Germany;164;9251.13;4568.95;2.19;123.35;
;Misses;Germany;164;182.35;5854.23;2.65;174.52;
;Misses;Germany;164;119.80;5454.24;2.38;145.21;
64;Misses;;164;1569.37;111.20;1.97;175.23;
;Misses;Germany;164;12463.66;6685.67;1.93;146.63;
36;Misses;Germany;164;9652.86;8387.90;8.63;58.45;
;Misses;Germany;164;172.46;5665.80;2.41;157.39;
;Misses;Germany;164;11653.39;8477.61;4.32;36.67;
;Misses;Germany;164;9222.58;3797.63;2.28;128.91;
;Misses;Germany;164;1121.80;599.95;2.65;18.88;
34;Misses;;163;9619.45;3693.31;1.60;94.38;
;Misses;Germany;163;1288.19;456.26;2.38;128.62;
;Misses;Germany;163;921.99;3628.59;2.17;12.29;
;Misses;Germany;163;897.50;3775.35;2.43;132.94;
;Misses;Germany;163;8795.82;3941.80;2.76;149.82;
;Misses;Germany;163;16163.55;374.21;9.59;95.80;
;Misses;Germany;163;11411.57;7468.57;2.36;165.39;
;Misses;Austria;163;11744.93;479.10;2.36;17.22;
;Misses;Germany;163;1133.23;5566.94;1.94;134.56;
;Misses;Germany;163;1349.77;6899.85;2.92;184.82;
;Misses;Germany;163;11251.39;537.30;2.59;178.59;
41;Misses;Austria;163;11489.10;6942.70;3.19;212.76;
51;Misses;Austria;162;9831.65;4341.97;2.61;158.58;
;Misses;Germany;162;1171.58;2926.39;2.31;145.38;
67;Misses;Germany;162;14877.89;11963.22;7.71;78.48;
;Misses;Germany;162;123.27;7122.85;2.79;27.42;
;Misses;Germany;162;9666.55;4581.73;1.98;117.88;
;Misses;Germany;162;14163.13;8767.69;2.95;257.51;
;Misses;Germany;162;11486.53;5897.90;2.79;198.44;
;Misses;Germany;162;94.53;3936.59;3.45;191.59;
;Misses;Germany;162;1335.37;561.25;2.19;139.67;
42;Misses;Austria;162;9822.34;4394.34;4.63;28.64;
3;Misses;;162;1496.23;8466.96;1.88;164.00;
;Misses;Germany;161;9636.46;5266.56;2.30;137.66;
;Misses;Germany;161;9436.90;5729.26;3.22;188.72;
;Misses;Germany;161;8597.18;454.46;2.60;138.66;
56;Mister;Germany;161;9159.74;6171.42;1.34;76.33;
;Misses;Germany;161;9562.19;5156.79;2.24;132.88;
;Misses;Germany;161;136.30;43.22;2.33;145.45;
;Misses;Germany;161;7452.26;4338.50;3.50;162.57;
;Misses;Germany;161;11172.83;3366.33;2.60;18.27;
;Misses;Germany;161;11948.46;484.93;2.13;149.36;
;Misses;Germany;161;8758.80;2313.10;2.27;123.35;
;Misses;Germany;16;8844.18;3878.25;2.86;157.93;
;Misses;Germany;16;1268.38;87.27;2.25;169.98;
44;Misses;Germany;16;1479.94;5825.43;3.77;27.77;
;Misses;Germany;16;873.80;4289.19;2.67;145.63;
;Misses;Germany;16;8915.83;2823.57;2.39;133.73;
;Misses;Germany;16;8757.52;3729.33;2.42;132.69;
32;Mister;Austria;16;8615.00;4157.70;3.92;21.12;
36;Mister;;16;9811.90;2481.82;2.00;122.65;
41;Misses;Austria;16;7371.40;478.58;3.19;139.76;
;Misses;Germany;16;8127.27;3443.69;3.00;147.77;
;Misses;Germany;16;1555.63;6885.51;3.14;26.97;
;Misses;Germany;16;7835.20;5218.24;3.73;182.30;
;Misses;Germany;16;11724.18;5795.83;1.98;144.74;
;Misses;Germany;16;151.54;533.92;2.86;179.49;
;Misses;Germany;16;1212.84;6754.61;2.51;154.18;
;Misses;Germany;159;12293.55;4982.00;1.96;151.77;
