Age;Title;Country;Ordered Quantity;Ordered Value in Euro;Returned Value in Euro;Average Order Quantitiy;Average Order Value in Euro
51;Mister;Germany;218;25519,03;18660,70;4,19;490,75
;Misses;Germany;218;17723,46;9636,42;1,95;158,25
;Misses;Germany;218;10793,85;6346,86;3,11;154,20
;Misses;Germany;217;17553,45;9929,89;2,31;186,74
;Misses;Germany;217;13992,79;6562,13;2,26;145,76
;Misses;Germany;217;18092,46;5843,32;2,03;169,09
;Misses;Germany;217;13237,70;5550,30;2,09;127,29
;Misses;Germany;216;15593,45;6201,28;2,54;183,45
;Misses;Germany;216;14048,67;6900,45;2,57;167,25
;Misses;Germany;215;13320,36;5823,41;2,26;140,21
;Misses;Germany;215;15184,17;8629,64;2,15;151,84
34;Misses;Austria;215;14392,91;5616,33;2,42;161,72
;Misses;Germany;215;14223,46;6113,11;2,19;145,14
;Misses;Germany;215;14220,89;5648,42;2,15;142,21
;Misses;Germany;215;13383,69;6106,84;2,47;153,84
;Misses;Germany;214;15545,93;7392,49;2,68;194,32
38;Misses;Germany;214;11745,80;7763,99;2,25;123,64
;Misses;Germany;214;13765,54;5160,22;1,88;120,75
;Misses;Germany;214;11576,19;5753,55;2,23;120,59
;Misses;Germany;214;13208,12;5343,20;2,30;142,02
;Misses;Germany;214;13121,93;8569,16;2,89;177,32
;Misses;Germany;214;12301,98;5237,50;2,33;133,72
;Misses;Germany;214;15108,23;5736,75;2,14;151,08
38;Misses;Austria;213;10402,89;6071,32;2,92;142,51
;Misses;Germany;213;14538,29;6303,17;2,34;159,76
;Misses;Germany;213;14870,58;6748,49;2,24;156,53
24;Misses;;213;11605,05;3986,65;1,65;89,96
;Misses;Austria;213;15753,35;5408,01;2,03;150,03
;Misses;Germany;213;13216,73;7265,23;3,18;197,26
;Misses;Germany;212;14804,74;8437,63;2,62;182,77
;Misses;Germany;212;12163,42;6992,44;3,26;187,13
;Misses;Germany;212;15001,52;6538,30;2,04;144,25
;Misses;Germany;212;10922,18;4041,72;2,47;127,00
36;Misses;;211;15356,79;8169,32;2,34;170,63
;Misses;Germany;211;15277,01;5997,56;1,97;142,78
;Misses;Germany;211;14532,34;8323,48;2,18;149,82
;Misses;Germany;211;15221,94;6340,76;2,89;208,52
25;Misses;;211;13307,95;4826,64;1,53;96,43
41;Misses;Austria;211;8735,95;5521,75;3,77;156,00
;Misses;Germany;211;15221,77;9478,47;3,15;227,19
31;Misses;;211;16914,20;9548,96;2,60;208,82
;Misses;Germany;211;12608,19;6673,27;2,81;168,11
;Misses;Germany;210;11528,39;3044,96;2,19;120,09
37;Misses;Austria;210;10881,58;4581,79;2,76;143,18
40;Misses;;209;13391,71;3649,66;1,73;110,68
59;Misses;Germany;209;11155,84;8484,32;3,12;166,51
46;Misses;Austria;209;14981,55;7055,03;2,65;189,64
;Misses;Germany;209;14300,62;8450,32;2,01;137,51
44;Misses;Germany;208;12593,47;6759,13;4,73;286,22
31;Misses;Austria;208;12384,34;6385,76;2,63;156,76
;Misses;Germany;208;14047,72;5421,35;2,42;163,35
;Misses;Germany;208;16721,70;7607,67;2,36;190,02
;Misses;Germany;208;15089,00;5657,27;2,10;152,41
;Misses;Germany;208;14895,18;8646,85;2,48;177,32
;Misses;Germany;208;9913,41;5297,37;2,60;123,92
;Misses;Germany;208;13181,86;8959,11;2,60;164,77
;Misses;Germany;208;13929,23;7570,94;2,42;161,97
59;Misses;Germany;207;24111,91;9954,07;8,28;964,48
;Misses;Germany;207;12221,60;5539,02;2,52;149,04
;Misses;Germany;207;12799,16;6346,12;2,69;166,22
;Misses;Germany;207;15625,56;6531,74;2,03;153,19
;Misses;Germany;207;11130,63;4647,89;2,56;137,42
61;Misses;Austria;207;9438,59;1094,34;5,59;255,10
;Misses;Germany;207;14703,38;7424,73;2,13;151,58
;Misses;Germany;207;11154,90;4864,86;3,18;171,61
;Misses;Germany;206;14142,63;7660,02;2,29;157,14
39;Misses;;206;11149,13;3384,15;1,78;96,11
;Misses;Germany;206;9764,11;2859,19;2,82;133,75
54;Misses;Austria;206;9095,54;3332,59;3,61;159,57
;Misses;Germany;206;10797,32;5323,57;2,31;121,32
43;Misses;;205;18263,35;10657,41;2,23;198,51
;Misses;Germany;205;11176,74;5451,72;2,56;139,71
;Misses;Germany;205;12708,78;7428,75;2,97;184,19
35;Misses;Austria;205;9710,03;4486,51;3,11;147,12
;Misses;Germany;205;11713,23;6008,53;2,05;117,13
;Misses;Germany;204;11890,45;4222,98;2,10;122,58
;Misses;Germany;204;14171,82;7785,17;2,27;157,46
;Misses;Germany;203;11561,68;3714,00;2,42;137,64
;Misses;Germany;203;12283,73;5172,44;2,64;159,53
;Misses;Germany;203;13390,23;6855,61;2,23;147,15
;Misses;Germany;203;10923,65;3740,15;2,23;120,04
;Misses;Germany;202;14039,74;7893,19;2,22;154,28
26;Misses;Austria;202;11278,41;6305,04;2,59;144,60
28;Misses;;202;12924,78;4025,64;1,64;105,08
;Misses;Germany;202;12570,21;7614,01;2,43;151,45
;Misses;Germany;202;11587,15;5322,19;1,96;112,50
27;Misses;;202;11393,91;4268,71;1,74;98,22
;Misses;Germany;202;14151,69;6969,90;2,38;166,49
44;Misses;Germany;202;6486,63;4100,76;2,69;86,49
;Misses;Germany;202;9769,76;4730,81;3,96;191,56
;Misses;Germany;202;12554,98;6429,03;2,62;163,05
;Misses;Germany;202;12584,39;5936,72;2,40;149,81
;Misses;Germany;202;12778,02;6180,31;2,59;163,82
;Misses;Germany;201;14193,88;6543,40;2,03;143,37
;Misses;Germany;201;12650,97;5595,72;2,28;143,76
;Misses;Germany;201;15581,27;7624,98;1,97;152,76
;Misses;Germany;201;13309,23;7385,52;2,28;151,24
31;Misses;Austria;201;11010,46;4436,57;4,79;262,15
45;Misses;Germany;201;14847,30;9491,47;2,28;168,72
;Misses;Germany;200;13980,21;7565,85;2,17;151,96
;Misses;Germany;200;13350,64;8865,60;2,27;151,71
;Misses;Germany;200;11278,15;4475,04;2,47;139,24
49;Misses;Austria;200;13242,21;5864,88;2,53;167,62
;Misses;Austria;199;14162,50;4255,02;1,83;129,93
;Misses;Germany;199;13675,38;6307,91;2,84;195,36
;Misses;Germany;199;10761,80;5619,12;2,58;139,76
;Misses;Germany;199;9528,15;2381,56;2,73;130,52
35;Misses;;199;11191,47;6889,71;2,76;155,44
;Misses;Germany;199;12686,64;6907,50;2,80;178,69
;Misses;Germany;199;14227,02;7936,50;2,55;182,40
;Misses;Germany;199;8606,11;3653,31;2,76;119,53
;Misses;Germany;198;11539,34;7438,67;3,05;177,53
;Misses;Germany;198;15416,22;9788,67;3,09;240,88
;Misses;Germany;198;12317,99;6034,19;2,11;131,04
32;Misses;Austria;198;9939,13;5830,83;2,75;138,04
;Misses;Germany;198;10660,70;5603,46;2,87;154,50
;Misses;Germany;198;15317,29;8958,15;2,51;193,89
;Misses;Germany;197;12038,48;6945,69;2,66;162,68
33;Misses;;197;12414,83;4614,49;1,61;101,76
66;Misses;Germany;197;11368,04;7443,07;5,32;307,24
29;Misses;Austria;196;10768,29;4907,20;2,68;147,51
;Misses;Germany;196;14127,11;8376,86;2,39;172,28
35;Misses;Austria;196;11602,25;5463,35;3,06;181,29
;Misses;Germany;196;14344,92;6758,65;2,39;174,94
;Misses;Germany;196;12714,39;8811,08;2,84;184,27
36;Misses;;195;9483,98;3083,61;1,70;82,47
;Misses;Germany;194;12642,61;5744,55;2,26;147,01
;Misses;Germany;194;14800,05;6708,97;2,00;152,58
;Misses;Austria;194;13890,57;4743,21;2,13;152,64
;Misses;Austria;194;10121,77;1872,11;2,11;110,02
;Misses;Germany;194;13225,25;7544,92;2,11;143,75
;Misses;Germany;194;9889,52;4973,96;1,92;97,92
;Mister;Germany;194;10555,07;5949,63;4,13;224,58
;Misses;Germany;194;9529,75;4741,87;2,34;114,82
;Misses;Germany;194;10926,60;4320,02;2,66;149,68
;Misses;Germany;194;12584,08;6517,42;2,16;139,82
;Misses;Germany;194;12799,26;7386,25;2,55;168,41
;Misses;Germany;194;18446,29;10842,97;1,92;182,64
;Misses;Germany;193;9173,38;5326,05;3,02;143,33
;Misses;Germany;193;10848,68;4912,50;2,51;140,89
50;Misses;Austria;193;11171,45;6053,82;3,22;186,19
;Misses;Germany;193;12360,81;5238,23;2,33;148,93
31;Misses;Poland;193;40923,35;0,00;7,15;1515,68
;Misses;Germany;193;12154,92;6810,12;3,86;243,10
;Misses;Germany;193;11278,08;5764,12;1,97;115,08
55;Misses;Germany;193;13057,04;7336,31;6,03;408,03
39;Misses;;193;16997,40;9953,87;2,41;212,47
38;Mister;Germany;192;15702,99;5115,97;2,04;167,05
;Misses;Germany;192;12758,62;4087,92;2,29;151,89
;Misses;Germany;191;13523,54;8486,90;2,58;182,75
;Misses;Germany;191;12308,34;6312,68;2,55;164,11
41;Misses;;191;12733,33;7366,73;1,93;128,62
;Misses;Germany;191;11266,33;4086,00;2,36;139,09
48;Misses;Austria;190;10192,02;4611,86;2,79;149,88
;Misses;Germany;190;18837,63;12578,80;2,18;216,52
;Misses;Germany;190;12353,30;6853,55;2,38;154,42
;Misses;Germany;189;11935,51;7495,83;2,49;157,05
;Misses;Germany;189;11490,41;4354,72;2,78;168,98
;Misses;Germany;189;12456,80;6036,55;2,39;157,68
64;Misses;Poland;189;23486,55;12798,10;12,60;1565,77
;Misses;Germany;189;14989,50;7808,66;2,45;194,67
;Misses;Germany;189;12853,28;5419,06;1,97;133,89
;Misses;Germany;189;11476,01;6229,82;2,91;176,55
34;Misses;Austria;189;9763,70;3951,55;3,00;154,98
29;Misses;;188;13986,69;8525,58;2,41;179,32
;Misses;Germany;188;11559,48;5194,41;2,47;152,10
;Misses;Germany;188;14803,31;5662,08;2,27;178,35
;Misses;Germany;187;14771,05;8847,41;2,08;164,12
33;Misses;Austria;187;12774,48;7138,28;2,63;179,92
;Misses;Germany;187;14663,96;8172,60;2,60;203,67
;Misses;Germany;187;12856,88;6369,08;1,76;121,29
;Misses;Germany;187;12027,90;5832,22;2,13;136,68
;Misses;Germany;187;11874,90;5080,31;2,79;177,24
;Misses;Germany;187;12502,99;6341,07;2,10;140,48
;Misses;Germany;187;11767,46;5479,31;2,03;127,91
32;Misses;;186;11927,69;4182,27;1,46;93,92
;Misses;Germany;186;10480,10;6708,54;2,82;158,79
;Misses;Germany;186;11622,11;5585,27;2,91;181,60
;Misses;Germany;186;10881,77;4497,58;2,11;123,66
;Misses;Germany;186;11903,19;6137,73;2,09;133,74
47;Misses;Germany;186;12246,78;9031,92;4,43;291,59
;Misses;Germany;186;13454,60;6656,03;2,11;152,89
;Misses;Germany;185;11001,93;5307,33;2,43;144,76
47;Misses;Austria;185;10288,49;4759,61;3,19;177,39
;Misses;Germany;185;11594,58;3530,88;2,13;133,27
;Misses;Germany;185;12123,67;6709,12;2,37;155,43
;Misses;Germany;185;11266,12;6075,14;2,76;168,15
;Misses;Germany;185;15972,26;7260,26;2,18;187,91
;Misses;Austria;185;11554,26;5019,35;1,97;122,92
28;Misses;Austria;185;11177,93;5021,93;2,64;159,68
;Misses;Germany;185;10580,70;4611,76;2,23;127,48
;Misses;Germany;184;11967,94;5113,85;2,07;134,47
;Misses;Germany;184;10418,04;4373,92;2,83;160,28
61;Misses;Germany;184;10944,82;5633,42;10,82;643,81
;Misses;Germany;184;10134,97;3318,81;2,27;125,12
33;Misses;Germany;184;13268,10;5422,46;2,79;201,03
;Misses;Germany;184;15542,68;7377,40;2,83;239,12
;Misses;Germany;184;11028,05;4534,67;2,16;129,74
;Misses;Germany;184;15223,31;8559,42;1,88;155,34
;Misses;Germany;184;10111,54;5279,94;2,71;148,70
;Misses;Germany;184;12497,14;5942,26;2,71;183,78
35;Misses;Germany;184;7434,16;6442,40;4,84;195,64
;Misses;Germany;183;14514,55;8556,60;2,51;198,83
46;Misses;Austria;183;12705,59;6310,08;2,20;153,08
;Misses;Germany;183;12838,07;4506,55;2,65;186,06
;Misses;Germany;182;14490,08;7635,90;1,82;144,90
24;Misses;;182;19391,33;10301,32;2,04;217,88
;Misses;Germany;182;11825,57;5159,90;2,14;139,12
31;Misses;Poland;182;34865,34;575,08;3,87;741,82
;Misses;Germany;182;12090,96;6399,39;2,80;186,01
33;Misses;Austria;181;11058,77;5124,80;2,45;149,44
;Misses;Germany;181;16406,77;7728,99;2,18;197,67
;Misses;Germany;181;9789,66;3561,01;2,15;116,54
;Misses;Germany;181;11280,44;3953,52;2,51;156,67
;Misses;Germany;181;9171,07;4021,93;3,69;187,16
29;Misses;;181;10764,46;3694,86;1,41;84,10
;Misses;Germany;181;13443,60;6676,60;2,48;184,16
;Misses;Germany;181;14038,17;7802,36;2,21;171,20
;Misses;Germany;180;9933,49;5228,84;2,69;148,26
54;Misses;Austria;180;9312,65;5298,00;2,54;131,16
45;Misses;Germany;180;9150,96;6540,32;3,10;157,78
;Misses;Germany;180;11094,13;4497,38;2,20;135,29
;Misses;Germany;179;10674,92;5576,16;2,24;133,44
43;Misses;Austria;179;7771,77;3682,31;2,98;129,53
;Misses;Germany;179;15015,35;9647,13;2,16;180,91
;Misses;Germany;178;11793,61;5478,52;3,30;218,40
64;Misses;;178;10576,49;4093,70;2,14;127,43
;Misses;Austria;178;10411,75;2602,56;1,66;97,31
40;Misses;;178;14208,93;9574,75;2,12;169,15
;Misses;Germany;178;14262,39;9749,22;2,74;219,42
;Misses;Germany;178;13312,39;5784,39;2,44;182,36
;Misses;Germany;178;9470,60;4742,15;3,24;172,19
;Misses;Germany;178;9519,91;4818,00;2,62;140,00
;Misses;Germany;178;13605,75;7693,36;2,66;203,07
;Misses;Germany;178;12666,52;7775,57;2,23;158,33
46;Misses;Germany;178;5815,95;4101,67;3,24;105,74
;Misses;Germany;178;11456,23;5985,78;2,70;173,58
;Misses;Germany;177;11405,95;5147,28;2,60;167,73
;Misses;Germany;177;11264,07;2783,99;2,42;154,30
47;Misses;Poland;177;4903,87;3501,33;9,32;258,10
;Misses;Germany;177;12821,96;4010,88;2,03;147,38
;Misses;Germany;177;14088,51;7480,59;2,53;201,26
;Misses;Germany;177;11283,62;6430,05;2,81;179,11
39;Misses;Austria;177;11515,39;7051,32;3,22;209,37
;Misses;Germany;177;11263,88;5708,30;2,53;160,91
46;Mister;Germany;177;5503,12;3586,50;16,09;500,28
;Misses;Germany;177;9682,83;4960,87;2,49;136,38
;Misses;Germany;177;9566,46;4187,99;2,68;144,95
33;Mister;;176;15172,27;8266,75;2,71;233,42
;Misses;Germany;176;14235,93;7133,67;2,15;173,61
;Misses;Germany;176;12023,97;4490,04;2,26;154,15
;Misses;Germany;176;11416,93;6239,90;2,41;156,40
;Misses;Germany;176;14615,74;7637,32;1,74;144,71
;Misses;Germany;176;13004,39;6650,58;2,00;147,78
;Misses;Germany;176;11616,77;6668,29;1,96;129,08
53;Misses;Germany;176;18020,45;4747,93;6,77;693,09
;Misses;Germany;176;10042,41;4588,80;2,84;161,97
50;Misses;Austria;176;10420,37;5053,29;3,38;200,39
;Misses;Germany;176;14219,07;6300,83;2,23;179,99
27;Misses;Germany;175;8240,65;1466,60;58,33;2746,88
37;Misses;Austria;175;9074,27;3502,97;3,07;159,20
;Misses;Germany;175;11098,82;4519,37;2,30;146,04
;Misses;Germany;175;13870,01;5072,13;1,94;154,11
;Misses;Germany;175;11103,25;6897,18;2,87;182,02
35;Misses;Germany;175;5383,75;3495,15;43,75;1345,94
;Misses;Germany;175;10368,62;4263,52;2,19;129,61
39;Misses;Germany;175;5896,55;3269,30;2,97;99,94
;Misses;Germany;175;11556,09;5157,76;2,57;169,94
;Misses;Germany;175;12149,49;6954,77;3,02;209,47
;Misses;Germany;175;11476,12;5139,76;2,13;139,95
;Misses;Germany;175;11126,43;6454,45;2,50;158,95
;Misses;Germany;174;12281,56;5940,40;2,02;142,81
;Misses;Germany;174;12046,93;5379,37;2,23;154,45
;Misses;Germany;174;10218,38;3964,76;3,35;196,51
32;Misses;Austria;174;7426,21;2812,75;2,81;119,78
;Misses;Germany;174;10793,52;5570,20;2,45;152,02
30;Misses;Austria;173;8909,23;4309,18;3,15;161,99
;Misses;Germany;173;14513,72;7142,30;2,28;190,97
;Misses;Germany;173;10741,53;5661,50;3,09;191,81
35;Misses;Austria;173;10036,24;5191,04;2,58;149,79
;Misses;Germany;173;12503,04;6070,42;2,58;186,61
;Misses;Germany;173;12076,86;5553,76;2,16;150,96
;Misses;Germany;173;10192,23;6213,61;2,40;141,56
;Misses;Germany;173;12574,30;7757,70;2,98;216,80
;Misses;Germany;173;18232,73;9285,24;5,77;607,76
30;Misses;Austria;173;9850,90;5464,81;3,26;185,87
;Misses;Germany;173;12331,24;6532,69;2,11;150,38
60;Misses;;173;9963,66;3795,92;1,92;110,71
;Misses;Germany;173;10560,74;4419,13;2,44;148,74
;Misses;Germany;172;9441,97;5698,97;2,87;157,37
;Misses;Germany;172;13899,39;9007,39;3,13;252,72
56;Misses;Germany;172;5910,52;3902,57;4,00;137,45
;Misses;Germany;172;14806,91;7307,00;2,53;217,75
;Misses;Germany;172;13854,80;9456,92;2,82;227,13
31;Misses;Austria;172;9647,48;5782,07;2,69;150,74
57;Mister;Germany;172;7259,36;5519,07;4,30;181,48
;Misses;Germany;172;10509,47;6309,32;2,53;154,55
30;Misses;Austria;172;12533,33;4802,93;2,18;158,65
;Misses;Germany;172;8403,59;3964,74;3,07;150,06
;Misses;Germany;172;13755,50;7315,88;2,39;191,05
;Misses;Germany;171;10427,40;5086,26;2,38;144,83
;Misses;Germany;171;11872,54;4863,10;2,80;194,63
;Misses;Germany;171;12666,17;5573,34;1,99;147,28
;Misses;Germany;171;10971,06;5712,51;2,28;146,28
;Misses;Germany;171;10260,69;5273,12;2,41;144,52
;Misses;Germany;171;9992,15;4311,52;2,48;144,81
;Misses;Germany;171;10208,79;5441,18;3,23;192,62
;Misses;Germany;171;9801,60;3560,86;2,25;128,97
;Misses;Germany;171;12539,67;6279,46;1,94;142,50
43;Misses;Austria;171;10981,84;6732,02;2,28;146,42
;Misses;Germany;171;11468,16;5256,26;2,25;150,90
;Misses;Germany;171;10576,78;4359,83;3,11;192,31
;Mister;;171;15768,16;5744,32;1,64;151,62
33;Mister;Germany;170;13990,36;2195,31;1,06;86,90
;Misses;Germany;170;15826,55;8868,20;2,54;236,22
;Misses;Germany;170;9222,19;3699,89;2,39;129,89
;Misses;Germany;170;9292,90;4775,72;2,88;157,51
;Misses;Germany;170;14875,65;8040,36;2,43;212,51
;Misses;Germany;170;11243,58;6835,59;2,66;175,68
;Misses;Germany;170;9941,15;4476,18;2,30;134,34
55;Mister;Germany;170;10666,66;6107,13;5,86;367,82
;Misses;Germany;170;12410,84;8126,55;2,70;197,00
;Misses;Germany;170;11186,21;5547,60;2,33;153,24
27;Misses;;169;10857,38;6477,50;2,56;164,51
;Misses;Germany;169;10487,55;4370,26;2,45;151,99
;Misses;Germany;169;10465,05;3299,92;2,14;132,47
42;Misses;Austria;169;10265,66;4094,17;2,52;153,22
;Misses;Germany;169;9772,20;3904,15;2,60;150,34
52;Mister;Poland;169;4911,37;2711,31;4,33;125,93
;Misses;Germany;169;12261,74;7262,37;2,60;188,64
;Misses;Germany;169;9749,94;3747,21;2,41;139,28
;Misses;Germany;169;10056,43;6137,03;3,31;197,18
36;Misses;Austria;168;9798,91;4530,69;2,71;158,05
;Misses;Germany;168;8302,09;2381,83;2,21;109,24
;Misses;Germany;168;13204,11;7688,18;1,98;155,34
;Misses;Germany;168;11710,72;5880,71;2,27;158,25
42;Misses;Germany;168;4458,78;3012,90;4,20;111,47
;Misses;Germany;168;8869,39;3073,62;3,00;158,38
;Misses;Germany;168;11160,72;7779,70;3,00;199,30
;Misses;Germany;168;9236,82;3981,29;2,47;135,84
;Misses;Germany;168;10619,23;5157,89;2,21;139,73
;Misses;Germany;168;10817,37;5348,93;2,15;138,68
;Misses;Germany;168;10033,80;4690,48;2,43;145,42
52;Misses;Austria;168;12050,29;4744,59;2,47;177,21
;Misses;Germany;168;14110,45;6767,82;2,47;207,51
;Misses;Germany;168;11794,29;4122,12;1,98;138,76
;Misses;Germany;168;10343,65;5389,09;2,71;166,83
;Misses;Germany;168;10832,85;6552,51;2,80;180,55
;Misses;Germany;168;10152,92;4553,18;2,40;145,04
30;Misses;Germany;167;9471,14;2990,84;4,07;231,00
38;Misses;Austria;167;9150,96;4588,53;2,61;142,98
;Misses;Germany;167;9766,81;4296,90;2,53;147,98
;Misses;Germany;167;13931,29;7033,43;2,35;196,22
;Misses;Germany;167;8776,46;3350,61;2,42;127,20
;Misses;Germany;167;14684,69;6032,23;2,35;206,83
;Misses;Germany;167;9617,13;5667,44;2,61;150,27
;Misses;Germany;167;12925,12;6888,90;2,11;163,61
;Misses;Germany;167;5878,45;3035,02;3,71;130,63
;Misses;Germany;167;10615,95;5602,81;2,65;168,51
;Misses;Germany;167;9989,80;5758,99;2,17;129,74
;Misses;Germany;167;12252,19;6250,10;2,11;155,09
46;Misses;Germany;166;6693,03;4820,92;6,64;267,72
;Misses;Germany;166;12043,93;5895,82;2,18;158,47
;Misses;Germany;166;10471,99;4453,53;2,52;158,67
;Misses;Germany;166;10500,43;5571,33;2,72;172,14
;Misses;Germany;166;9769,07;5646,22;4,49;264,03
;Misses;Germany;166;11254,06;4104,10;2,34;158,51
40;Misses;Germany;166;5409,10;1677,00;12,77;416,08
;Misses;Germany;166;10714,54;5157,98;2,59;167,41
;Misses;Germany;166;13830,15;6304,38;1,84;153,67
33;Misses;Germany;165;14526,13;7365,74;3,84;337,82
;Misses;Germany;165;11480,42;4182,97;3,17;220,78
;Misses;Germany;165;13551,57;6696,67;2,95;241,99
33;Misses;Austria;165;8788,25;3642,38;3,11;165,82
;Misses;Germany;165;8437,82;3694,91;3,00;153,41
51;Misses;Germany;165;4280,32;2560,85;15,00;389,12
;Misses;Germany;165;11007,52;5547,15;2,39;159,53
;Misses;Germany;165;14005,35;7679,31;2,20;186,74
;Misses;Germany;165;8023,43;3800,69;4,34;211,14
36;Mister;Germany;165;17461,36;7142,96;1,26;133,29
41;Misses;Germany;165;11367,50;8287,48;1,31;90,22
;Misses;Germany;164;9251,13;4568,95;2,19;123,35
;Misses;Germany;164;10820,35;5854,23;2,65;174,52
;Misses;Germany;164;10019,80;5454,24;2,38;145,21
64;Misses;;164;15069,37;10110,02;1,91;175,23
;Misses;Germany;164;12463,66;6685,67;1,93;146,63
36;Misses;Germany;164;9652,86;8387,09;8,63;508,05
;Misses;Germany;164;10702,46;5665,80;2,41;157,39
;Misses;Germany;164;11653,39;8477,61;4,32;306,67
;Misses;Germany;164;9222,58;3797,63;2,28;128,09
;Misses;Germany;164;11210,08;5099,95;2,65;180,81
34;Misses;;163;9619,45;3693,31;1,60;94,31
;Misses;Germany;163;10288,19;4056,26;2,04;128,60
;Misses;Germany;163;9021,99;3628,59;2,17;120,29
;Misses;Germany;163;8907,05;3775,35;2,43;132,94
;Misses;Germany;163;8795,82;3941,08;2,76;149,08
;Misses;Germany;163;16163,55;3704,21;9,59;950,80
;Misses;Germany;163;11411,57;7468,57;2,36;165,39
;Misses;Austria;163;11744,93;4790,01;2,36;170,22
;Misses;Germany;163;11303,23;5566,94;1,94;134,56
;Misses;Germany;163;10349,77;6899,85;2,91;184,82
;Misses;Germany;163;11251,39;5370,30;2,59;178,59
41;Misses;Austria;163;11489,10;6942,07;3,02;212,76
51;Misses;Austria;162;9831,65;4341,97;2,61;158,58
;Misses;Germany;162;10171,58;2926,39;2,31;145,31
67;Misses;Germany;162;14877,89;11963,22;7,71;708,47
;Misses;Germany;162;12030,27;7122,85;2,79;207,42
;Misses;Germany;162;9666,55;4581,73;1,98;117,88
;Misses;Germany;162;14163,13;8767,69;2,95;257,51
;Misses;Germany;162;11486,53;5897,90;2,79;198,04
;Misses;Germany;162;9004,53;3936,59;3,45;191,59
;Misses;Germany;162;10335,37;5610,25;2,19;139,67
42;Misses;Austria;162;9822,34;4394,34;4,63;280,64
30;Misses;;162;14096,23;8466,96;1,88;163,91
;Misses;Germany;161;9636,46;5266,56;2,30;137,66
;Misses;Germany;161;9436,09;5729,26;3,22;188,72
;Misses;Germany;161;8597,18;4504,46;2,60;138,66
56;Mister;Germany;161;9159,74;6171,42;1,34;76,33
;Misses;Germany;161;9562,19;5156,79;2,24;132,81
;Misses;Germany;161;10036,30;4030,22;2,33;145,45
;Misses;Germany;161;7452,26;4338,50;3,50;162,01
;Misses;Germany;161;11172,83;3366,33;2,60;180,21
;Misses;Germany;161;11948,46;4840,93;2,01;149,36
;Misses;Germany;161;8758,08;2313,01;2,27;123,35
;Misses;Germany;160;8844,18;3878,25;2,86;157,93
;Misses;Germany;160;12068,38;8007,27;2,25;169,98
44;Misses;Germany;160;14079,94;5825,43;3,08;270,77
;Misses;Germany;160;8703,80;4289,19;2,67;145,06
;Misses;Germany;160;8915,83;2823,57;2,39;133,07
;Misses;Germany;160;8757,52;3729,33;2,42;132,69
32;Mister;Austria;160;8615,00;4157,07;3,90;210,12
36;Mister;;160;9811,81;2481,82;2,00;122,65
41;Misses;Austria;160;7371,04;4078,58;3,02;139,08
;Misses;Germany;160;8127,27;3443,69;2,91;147,77
;Misses;Germany;160;10555,63;6885,51;3,14;206,97
;Misses;Germany;160;7835,02;5218,24;3,72;182,21
